name, name_modified, nr_samples, fs, channel_ids, sequence, class, avg. quality, segment id
3_47_0.mat,3_0_0047,240000,400,16,5,0,100,8
3_48_0.mat,3_0_0048,240000,400,16,6,0,100,8
3_49_0.mat,3_0_0049,240000,400,16,1,0,100,9
3_50_0.mat,3_0_0050,240000,400,16,2,0,100,9
3_51_0.mat,3_0_0051,240000,400,16,3,0,100,9
3_52_0.mat,3_0_0052,240000,400,16,4,0,100,9
3_53_0.mat,3_0_0053,240000,400,16,5,0,100,9
3_54_0.mat,3_0_0054,240000,400,16,6,0,100,9
3_55_0.mat,3_0_0055,240000,400,16,1,0,100,10
3_56_0.mat,3_0_0056,240000,400,16,2,0,100,10
3_57_0.mat,3_0_0057,240000,400,16,3,0,100,10
3_58_0.mat,3_0_0058,240000,400,16,4,0,100,10
3_59_0.mat,3_0_0059,240000,400,16,5,0,100,10
3_60_0.mat,3_0_0060,240000,400,16,6,0,100,10
3_61_0.mat,3_0_0061,240000,400,16,1,0,100,11
3_62_0.mat,3_0_0062,240000,400,16,2,0,100,11
3_63_0.mat,3_0_0063,240000,400,16,3,0,100,11
3_64_0.mat,3_0_0064,240000,400,16,4,0,100,11
3_65_0.mat,3_0_0065,240000,400,16,5,0,100,11
3_66_0.mat,3_0_0066,240000,400,16,6,0,100,11
3_67_0.mat,3_0_0067,240000,400,16,1,0,100,12
3_68_0.mat,3_0_0068,240000,400,16,2,0,100,12
3_69_0.mat,3_0_0069,240000,400,16,3,0,100,12
3_70_0.mat,3_0_0070,240000,400,16,4,0,100,12
3_71_0.mat,3_0_0071,240000,400,16,5,0,100,12
3_72_0.mat,3_0_0072,240000,400,16,6,0,100,12
3_73_0.mat,3_0_0073,240000,400,16,1,0,100,13
3_74_0.mat,3_0_0074,240000,400,16,2,0,100,13
3_75_0.mat,3_0_0075,240000,400,16,3,0,100,13
3_76_0.mat,3_0_0076,240000,400,16,4,0,100,13
3_77_0.mat,3_0_0077,240000,400,16,5,0,100,13
3_78_0.mat,3_0_0078,240000,400,16,6,0,100,13
3_79_0.mat,3_0_0079,240000,400,16,1,0,100,14
3_80_0.mat,3_0_0080,240000,400,16,2,0,100,14
3_81_0.mat,3_0_0081,240000,400,16,3,0,100,14
3_82_0.mat,3_0_0082,240000,400,16,4,0,100,14
3_83_0.mat,3_0_0083,240000,400,16,5,0,100,14
3_84_0.mat,3_0_0084,240000,400,16,6,0,100,14
3_85_0.mat,3_0_0085,240000,400,16,1,0,100,15
3_86_0.mat,3_0_0086,240000,400,16,2,0,100,15
3_87_0.mat,3_0_0087,240000,400,16,3,0,100,15
3_88_0.mat,3_0_0088,240000,400,16,4,0,100,15
3_89_0.mat,3_0_0089,240000,400,16,5,0,100,15
3_90_0.mat,3_0_0090,240000,400,16,6,0,100,15
3_91_0.mat,3_0_0091,240000,400,16,1,0,100,16
3_92_0.mat,3_0_0092,240000,400,16,2,0,100,16
3_93_0.mat,3_0_0093,240000,400,16,3,0,100,16
3_94_0.mat,3_0_0094,240000,400,16,4,0,100,16
3_95_0.mat,3_0_0095,240000,400,16,5,0,100,16
3_96_0.mat,3_0_0096,240000,400,16,6,0,100,16
3_97_0.mat,3_0_0097,240000,400,16,1,0,100,17
3_98_0.mat,3_0_0098,240000,400,16,2,0,100,17
3_99_0.mat,3_0_0099,240000,400,16,3,0,98,17
3_100_0.mat,3_0_0100,240000,400,16,4,0,100,17
3_101_0.mat,3_0_0101,240000,400,16,5,0,100,17
3_102_0.mat,3_0_0102,240000,400,16,6,0,100,17
3_103_0.mat,3_0_0103,240000,400,16,1,0,100,18
3_104_0.mat,3_0_0104,240000,400,16,2,0,100,18
3_105_0.mat,3_0_0105,240000,400,16,3,0,100,18
3_106_0.mat,3_0_0106,240000,400,16,4,0,100,18
3_107_0.mat,3_0_0107,240000,400,16,5,0,100,18
3_108_0.mat,3_0_0108,240000,400,16,6,0,100,18
3_109_0.mat,3_0_0109,240000,400,16,1,0,100,19
3_110_0.mat,3_0_0110,240000,400,16,2,0,100,19
3_111_0.mat,3_0_0111,240000,400,16,3,0,100,19
3_112_0.mat,3_0_0112,240000,400,16,4,0,100,19
3_113_0.mat,3_0_0113,240000,400,16,5,0,100,19
3_114_0.mat,3_0_0114,240000,400,16,6,0,100,19
3_115_0.mat,3_0_0115,240000,400,16,1,0,100,20
3_116_0.mat,3_0_0116,240000,400,16,2,0,100,20
3_117_0.mat,3_0_0117,240000,400,16,3,0,100,20
3_118_0.mat,3_0_0118,240000,400,16,4,0,100,20
3_119_0.mat,3_0_0119,240000,400,16,5,0,100,20
3_120_0.mat,3_0_0120,240000,400,16,6,0,100,20
3_121_0.mat,3_0_0121,240000,400,16,1,0,100,21
3_122_0.mat,3_0_0122,240000,400,16,2,0,100,21
3_123_0.mat,3_0_0123,240000,400,16,3,0,100,21
3_124_0.mat,3_0_0124,240000,400,16,4,0,100,21
3_125_0.mat,3_0_0125,240000,400,16,5,0,100,21
3_126_0.mat,3_0_0126,240000,400,16,6,0,100,21
3_127_0.mat,3_0_0127,240000,400,16,1,0,100,22
3_128_0.mat,3_0_0128,240000,400,16,2,0,100,22
3_129_0.mat,3_0_0129,240000,400,16,3,0,100,22
3_130_0.mat,3_0_0130,240000,400,16,4,0,100,22
3_131_0.mat,3_0_0131,240000,400,16,5,0,100,22
3_132_0.mat,3_0_0132,240000,400,16,6,0,100,22
3_133_0.mat,3_0_0133,240000,400,16,1,0,100,23
3_134_0.mat,3_0_0134,240000,400,16,2,0,100,23
3_135_0.mat,3_0_0135,240000,400,16,3,0,100,23
3_136_0.mat,3_0_0136,240000,400,16,4,0,100,23
3_137_0.mat,3_0_0137,240000,400,16,5,0,100,23
3_138_0.mat,3_0_0138,240000,400,16,6,0,100,23
3_139_0.mat,3_0_0139,240000,400,16,1,0,100,24
3_140_0.mat,3_0_0140,240000,400,16,2,0,100,24
3_141_0.mat,3_0_0141,240000,400,16,3,0,100,24
3_142_0.mat,3_0_0142,240000,400,16,4,0,100,24
3_143_0.mat,3_0_0143,240000,400,16,5,0,100,24
3_144_0.mat,3_0_0144,240000,400,16,6,0,100,24
3_145_0.mat,3_0_0145,240000,400,16,1,0,100,25
3_146_0.mat,3_0_0146,240000,400,16,2,0,100,25
3_147_0.mat,3_0_0147,240000,400,16,3,0,100,25
3_148_0.mat,3_0_0148,240000,400,16,4,0,100,25
3_149_0.mat,3_0_0149,240000,400,16,5,0,100,25
3_150_0.mat,3_0_0150,240000,400,16,6,0,100,25
3_151_0.mat,3_0_0151,240000,400,16,1,0,99,26
3_152_0.mat,3_0_0152,240000,400,16,2,0,100,26
3_153_0.mat,3_0_0153,240000,400,16,3,0,100,26
3_154_0.mat,3_0_0154,240000,400,16,4,0,100,26
3_155_0.mat,3_0_0155,240000,400,16,5,0,100,26
3_156_0.mat,3_0_0156,240000,400,16,6,0,100,26
3_157_0.mat,3_0_0157,240000,400,16,1,0,100,27
3_158_0.mat,3_0_0158,240000,400,16,2,0,100,27
3_159_0.mat,3_0_0159,240000,400,16,3,0,100,27
3_160_0.mat,3_0_0160,240000,400,16,4,0,100,27
3_161_0.mat,3_0_0161,240000,400,16,5,0,100,27
3_162_0.mat,3_0_0162,240000,400,16,6,0,100,27
3_163_0.mat,3_0_0163,240000,400,16,1,0,100,28
3_164_0.mat,3_0_0164,240000,400,16,2,0,100,28
3_165_0.mat,3_0_0165,240000,400,16,3,0,100,28
3_166_0.mat,3_0_0166,240000,400,16,4,0,100,28
3_167_0.mat,3_0_0167,240000,400,16,5,0,100,28
3_168_0.mat,3_0_0168,240000,400,16,6,0,100,28
3_169_0.mat,3_0_0169,240000,400,16,1,0,100,29
3_170_0.mat,3_0_0170,240000,400,16,2,0,100,29
3_171_0.mat,3_0_0171,240000,400,16,3,0,100,29
3_172_0.mat,3_0_0172,240000,400,16,4,0,100,29
3_173_0.mat,3_0_0173,240000,400,16,5,0,100,29
3_174_0.mat,3_0_0174,240000,400,16,6,0,100,29
3_175_0.mat,3_0_0175,240000,400,16,1,0,100,30
3_176_0.mat,3_0_0176,240000,400,16,2,0,100,30
3_177_0.mat,3_0_0177,240000,400,16,3,0,100,30
3_178_0.mat,3_0_0178,240000,400,16,4,0,100,30
3_179_0.mat,3_0_0179,240000,400,16,5,0,100,30
3_180_0.mat,3_0_0180,240000,400,16,6,0,100,30
3_181_0.mat,3_0_0181,240000,400,16,1,0,100,31
3_182_0.mat,3_0_0182,240000,400,16,2,0,100,31
3_183_0.mat,3_0_0183,240000,400,16,3,0,100,31
3_184_0.mat,3_0_0184,240000,400,16,4,0,100,31
3_185_0.mat,3_0_0185,240000,400,16,5,0,100,31
3_186_0.mat,3_0_0186,240000,400,16,6,0,100,31
3_187_0.mat,3_0_0187,240000,400,16,1,0,100,32
3_188_0.mat,3_0_0188,240000,400,16,2,0,100,32
3_189_0.mat,3_0_0189,240000,400,16,3,0,100,32
3_190_0.mat,3_0_0190,240000,400,16,4,0,100,32
3_191_0.mat,3_0_0191,240000,400,16,5,0,100,32
3_192_0.mat,3_0_0192,240000,400,16,6,0,100,32
3_193_0.mat,3_0_0193,240000,400,16,1,0,100,33
3_194_0.mat,3_0_0194,240000,400,16,2,0,100,33
3_195_0.mat,3_0_0195,240000,400,16,3,0,100,33
3_196_0.mat,3_0_0196,240000,400,16,4,0,100,33
3_197_0.mat,3_0_0197,240000,400,16,5,0,100,33
3_198_0.mat,3_0_0198,240000,400,16,6,0,95,33
3_199_0.mat,3_0_0199,240000,400,16,1,0,100,34
3_200_0.mat,3_0_0200,240000,400,16,2,0,100,34
3_201_0.mat,3_0_0201,240000,400,16,3,0,100,34
3_202_0.mat,3_0_0202,240000,400,16,4,0,96,34
3_203_0.mat,3_0_0203,240000,400,16,5,0,63,34
3_204_0.mat,3_0_0204,240000,400,16,6,0,100,34
3_205_0.mat,3_0_0205,240000,400,16,1,0,100,35
3_206_0.mat,3_0_0206,240000,400,16,2,0,99,35
3_207_0.mat,3_0_0207,240000,400,16,3,0,100,35
3_208_0.mat,3_0_0208,240000,400,16,4,0,100,35
3_209_0.mat,3_0_0209,240000,400,16,5,0,100,35
3_210_0.mat,3_0_0210,240000,400,16,6,0,100,35
3_211_0.mat,3_0_0211,240000,400,16,1,0,100,36
3_212_0.mat,3_0_0212,240000,400,16,2,0,100,36
3_213_0.mat,3_0_0213,240000,400,16,3,0,100,36
3_214_0.mat,3_0_0214,240000,400,16,4,0,100,36
3_215_0.mat,3_0_0215,240000,400,16,5,0,100,36
3_216_0.mat,3_0_0216,240000,400,16,6,0,100,36
3_217_0.mat,3_0_0217,240000,400,16,1,0,100,37
3_218_0.mat,3_0_0218,240000,400,16,2,0,100,37
3_219_0.mat,3_0_0219,240000,400,16,3,0,100,37
3_220_0.mat,3_0_0220,240000,400,16,4,0,100,37
3_221_0.mat,3_0_0221,240000,400,16,5,0,100,37
3_222_0.mat,3_0_0222,240000,400,16,6,0,100,37
3_223_0.mat,3_0_0223,240000,400,16,1,0,100,38
3_224_0.mat,3_0_0224,240000,400,16,2,0,100,38
3_225_0.mat,3_0_0225,240000,400,16,3,0,100,38
3_226_0.mat,3_0_0226,240000,400,16,4,0,100,38
3_227_0.mat,3_0_0227,240000,400,16,5,0,100,38
3_228_0.mat,3_0_0228,240000,400,16,6,0,100,38
3_229_0.mat,3_0_0229,240000,400,16,1,0,100,39
3_230_0.mat,3_0_0230,240000,400,16,2,0,100,39
3_231_0.mat,3_0_0231,240000,400,16,3,0,17,39
3_232_0.mat,3_0_0232,240000,400,16,4,0,0,39
3_233_0.mat,3_0_0233,240000,400,16,5,0,24,39
3_234_0.mat,3_0_0234,240000,400,16,6,0,100,39
3_235_0.mat,3_0_0235,240000,400,16,1,0,100,40
3_236_0.mat,3_0_0236,240000,400,16,2,0,100,40
3_237_0.mat,3_0_0237,240000,400,16,3,0,100,40
3_238_0.mat,3_0_0238,240000,400,16,4,0,100,40
3_239_0.mat,3_0_0239,240000,400,16,5,0,91,40
3_240_0.mat,3_0_0240,240000,400,16,6,0,92,40
3_241_0.mat,3_0_0241,240000,400,16,1,0,100,41
3_242_0.mat,3_0_0242,240000,400,16,2,0,100,41
3_243_0.mat,3_0_0243,240000,400,16,3,0,100,41
3_244_0.mat,3_0_0244,240000,400,16,4,0,99,41
3_245_0.mat,3_0_0245,240000,400,16,5,0,100,41
3_246_0.mat,3_0_0246,240000,400,16,6,0,100,41
3_247_0.mat,3_0_0247,240000,400,16,1,0,98,42
3_248_0.mat,3_0_0248,240000,400,16,2,0,100,42
3_249_0.mat,3_0_0249,240000,400,16,3,0,100,42
3_250_0.mat,3_0_0250,240000,400,16,4,0,100,42
3_251_0.mat,3_0_0251,240000,400,16,5,0,100,42
3_252_0.mat,3_0_0252,240000,400,16,6,0,100,42
3_253_0.mat,3_0_0253,240000,400,16,1,0,100,43
3_254_0.mat,3_0_0254,240000,400,16,2,0,100,43
3_255_0.mat,3_0_0255,240000,400,16,3,0,100,43
3_256_0.mat,3_0_0256,240000,400,16,4,0,100,43
3_257_0.mat,3_0_0257,240000,400,16,5,0,100,43
3_258_0.mat,3_0_0258,240000,400,16,6,0,100,43
3_259_0.mat,3_0_0259,240000,400,16,1,0,100,44
3_260_0.mat,3_0_0260,240000,400,16,2,0,100,44
3_261_0.mat,3_0_0261,240000,400,16,3,0,100,44
3_262_0.mat,3_0_0262,240000,400,16,4,0,100,44
3_263_0.mat,3_0_0263,240000,400,16,5,0,100,44
3_264_0.mat,3_0_0264,240000,400,16,6,0,100,44
3_265_0.mat,3_0_0265,240000,400,16,1,0,100,45
3_266_0.mat,3_0_0266,240000,400,16,2,0,100,45
3_267_0.mat,3_0_0267,240000,400,16,3,0,100,45
3_268_0.mat,3_0_0268,240000,400,16,4,0,100,45
3_269_0.mat,3_0_0269,240000,400,16,5,0,100,45
3_270_0.mat,3_0_0270,240000,400,16,6,0,100,45
3_271_0.mat,3_0_0271,240000,400,16,1,0,100,46
3_272_0.mat,3_0_0272,240000,400,16,2,0,100,46
3_273_0.mat,3_0_0273,240000,400,16,3,0,100,46
3_274_0.mat,3_0_0274,240000,400,16,4,0,100,46
3_275_0.mat,3_0_0275,240000,400,16,5,0,100,46
3_276_0.mat,3_0_0276,240000,400,16,6,0,100,46
3_277_0.mat,3_0_0277,240000,400,16,1,0,100,47
3_278_0.mat,3_0_0278,240000,400,16,2,0,100,47
3_279_0.mat,3_0_0279,240000,400,16,3,0,100,47
3_280_0.mat,3_0_0280,240000,400,16,4,0,100,47
3_281_0.mat,3_0_0281,240000,400,16,5,0,96,47
3_282_0.mat,3_0_0282,240000,400,16,6,0,98,47
3_283_0.mat,3_0_0283,240000,400,16,1,0,100,48
3_284_0.mat,3_0_0284,240000,400,16,2,0,100,48
3_285_0.mat,3_0_0285,240000,400,16,3,0,100,48
3_286_0.mat,3_0_0286,240000,400,16,4,0,100,48
3_287_0.mat,3_0_0287,240000,400,16,5,0,100,48
3_288_0.mat,3_0_0288,240000,400,16,6,0,100,48
3_289_0.mat,3_0_0289,240000,400,16,1,0,100,49
3_290_0.mat,3_0_0290,240000,400,16,2,0,100,49
3_291_0.mat,3_0_0291,240000,400,16,3,0,100,49
3_292_0.mat,3_0_0292,240000,400,16,4,0,100,49
3_293_0.mat,3_0_0293,240000,400,16,5,0,100,49
3_294_0.mat,3_0_0294,240000,400,16,6,0,100,49
3_295_0.mat,3_0_0295,240000,400,16,1,0,100,50
3_296_0.mat,3_0_0296,240000,400,16,2,0,100,50
3_297_0.mat,3_0_0297,240000,400,16,3,0,100,50
3_298_0.mat,3_0_0298,240000,400,16,4,0,100,50
3_299_0.mat,3_0_0299,240000,400,16,5,0,100,50
3_300_0.mat,3_0_0300,240000,400,16,6,0,100,50
3_301_0.mat,3_0_0301,240000,400,16,1,0,100,51
3_302_0.mat,3_0_0302,240000,400,16,2,0,100,51
3_303_0.mat,3_0_0303,240000,400,16,3,0,100,51
3_304_0.mat,3_0_0304,240000,400,16,4,0,100,51
3_305_0.mat,3_0_0305,240000,400,16,5,0,100,51
3_306_0.mat,3_0_0306,240000,400,16,6,0,100,51
3_307_0.mat,3_0_0307,240000,400,16,1,0,100,52
3_308_0.mat,3_0_0308,240000,400,16,2,0,100,52
3_309_0.mat,3_0_0309,240000,400,16,3,0,100,52
3_310_0.mat,3_0_0310,240000,400,16,4,0,100,52
3_311_0.mat,3_0_0311,240000,400,16,5,0,100,52
3_312_0.mat,3_0_0312,240000,400,16,6,0,100,52
3_313_0.mat,3_0_0313,240000,400,16,1,0,100,53
3_314_0.mat,3_0_0314,240000,400,16,2,0,100,53
3_315_0.mat,3_0_0315,240000,400,16,3,0,100,53
3_316_0.mat,3_0_0316,240000,400,16,4,0,100,53
3_317_0.mat,3_0_0317,240000,400,16,5,0,100,53
3_318_0.mat,3_0_0318,240000,400,16,6,0,100,53
3_319_0.mat,3_0_0319,240000,400,16,1,0,100,54
3_320_0.mat,3_0_0320,240000,400,16,2,0,86,54
3_321_0.mat,3_0_0321,240000,400,16,3,0,100,54
3_322_0.mat,3_0_0322,240000,400,16,4,0,100,54
3_323_0.mat,3_0_0323,240000,400,16,5,0,100,54
3_324_0.mat,3_0_0324,240000,400,16,6,0,100,54
3_325_0.mat,3_0_0325,240000,400,16,1,0,100,55
3_326_0.mat,3_0_0326,240000,400,16,2,0,100,55
3_327_0.mat,3_0_0327,240000,400,16,3,0,100,55
3_328_0.mat,3_0_0328,240000,400,16,4,0,100,55
3_329_0.mat,3_0_0329,240000,400,16,5,0,100,55
3_330_0.mat,3_0_0330,240000,400,16,6,0,100,55
3_331_0.mat,3_0_0331,240000,400,16,1,0,100,56
3_332_0.mat,3_0_0332,240000,400,16,2,0,100,56
3_333_0.mat,3_0_0333,240000,400,16,3,0,100,56
3_334_0.mat,3_0_0334,240000,400,16,4,0,100,56
3_335_0.mat,3_0_0335,240000,400,16,5,0,100,56
3_336_0.mat,3_0_0336,240000,400,16,6,0,100,56
3_337_0.mat,3_0_0337,240000,400,16,1,0,100,57
3_338_0.mat,3_0_0338,240000,400,16,2,0,100,57
3_339_0.mat,3_0_0339,240000,400,16,3,0,100,57
3_340_0.mat,3_0_0340,240000,400,16,4,0,100,57
3_341_0.mat,3_0_0341,240000,400,16,5,0,100,57
3_342_0.mat,3_0_0342,240000,400,16,6,0,100,57
3_343_0.mat,3_0_0343,240000,400,16,1,0,100,58
3_344_0.mat,3_0_0344,240000,400,16,2,0,100,58
3_345_0.mat,3_0_0345,240000,400,16,3,0,100,58
3_346_0.mat,3_0_0346,240000,400,16,4,0,100,58
3_347_0.mat,3_0_0347,240000,400,16,5,0,100,58
3_348_0.mat,3_0_0348,240000,400,16,6,0,100,58
3_349_0.mat,3_0_0349,240000,400,16,1,0,100,59
3_350_0.mat,3_0_0350,240000,400,16,2,0,100,59
3_351_0.mat,3_0_0351,240000,400,16,3,0,100,59
3_352_0.mat,3_0_0352,240000,400,16,4,0,100,59
3_353_0.mat,3_0_0353,240000,400,16,5,0,100,59
3_354_0.mat,3_0_0354,240000,400,16,6,0,100,59
3_355_0.mat,3_0_0355,240000,400,16,1,0,100,60
3_356_0.mat,3_0_0356,240000,400,16,2,0,100,60
3_357_0.mat,3_0_0357,240000,400,16,3,0,100,60
3_358_0.mat,3_0_0358,240000,400,16,4,0,100,60
3_359_0.mat,3_0_0359,240000,400,16,5,0,100,60
3_360_0.mat,3_0_0360,240000,400,16,6,0,100,60
3_361_0.mat,3_0_0361,240000,400,16,1,0,100,61
3_362_0.mat,3_0_0362,240000,400,16,2,0,100,61
3_363_0.mat,3_0_0363,240000,400,16,3,0,100,61
3_364_0.mat,3_0_0364,240000,400,16,4,0,100,61
3_365_0.mat,3_0_0365,240000,400,16,5,0,100,61
3_366_0.mat,3_0_0366,240000,400,16,6,0,100,61
3_367_0.mat,3_0_0367,240000,400,16,1,0,100,62
3_368_0.mat,3_0_0368,240000,400,16,2,0,100,62
3_369_0.mat,3_0_0369,240000,400,16,3,0,100,62
3_370_0.mat,3_0_0370,240000,400,16,4,0,100,62
3_371_0.mat,3_0_0371,240000,400,16,5,0,100,62
3_372_0.mat,3_0_0372,240000,400,16,6,0,100,62
3_373_0.mat,3_0_0373,240000,400,16,1,0,100,63
3_374_0.mat,3_0_0374,240000,400,16,2,0,100,63
3_375_0.mat,3_0_0375,240000,400,16,3,0,100,63
3_376_0.mat,3_0_0376,240000,400,16,4,0,100,63
3_377_0.mat,3_0_0377,240000,400,16,5,0,100,63
3_378_0.mat,3_0_0378,240000,400,16,6,0,100,63
3_379_0.mat,3_0_0379,240000,400,16,1,0,100,64
3_380_0.mat,3_0_0380,240000,400,16,2,0,100,64
3_381_0.mat,3_0_0381,240000,400,16,3,0,100,64
3_382_0.mat,3_0_0382,240000,400,16,4,0,100,64
3_383_0.mat,3_0_0383,240000,400,16,5,0,100,64
3_384_0.mat,3_0_0384,240000,400,16,6,0,100,64
3_385_0.mat,3_0_0385,240000,400,16,1,0,100,65
3_386_0.mat,3_0_0386,240000,400,16,2,0,100,65
3_387_0.mat,3_0_0387,240000,400,16,3,0,100,65
3_388_0.mat,3_0_0388,240000,400,16,4,0,100,65
3_389_0.mat,3_0_0389,240000,400,16,5,0,100,65
3_390_0.mat,3_0_0390,240000,400,16,6,0,100,65
3_391_0.mat,3_0_0391,240000,400,16,1,0,100,66
3_392_0.mat,3_0_0392,240000,400,16,2,0,100,66
3_393_0.mat,3_0_0393,240000,400,16,3,0,100,66
3_394_0.mat,3_0_0394,240000,400,16,4,0,100,66
3_395_0.mat,3_0_0395,240000,400,16,5,0,100,66
3_396_0.mat,3_0_0396,240000,400,16,6,0,100,66
3_397_0.mat,3_0_0397,240000,400,16,1,0,100,67
3_398_0.mat,3_0_0398,240000,400,16,2,0,100,67
3_399_0.mat,3_0_0399,240000,400,16,3,0,100,67
3_400_0.mat,3_0_0400,240000,400,16,4,0,100,67
3_401_0.mat,3_0_0401,240000,400,16,5,0,100,67
3_402_0.mat,3_0_0402,240000,400,16,6,0,100,67
3_403_0.mat,3_0_0403,240000,400,16,1,0,100,68
3_404_0.mat,3_0_0404,240000,400,16,2,0,100,68
3_405_0.mat,3_0_0405,240000,400,16,3,0,100,68
3_406_0.mat,3_0_0406,240000,400,16,4,0,100,68
3_407_0.mat,3_0_0407,240000,400,16,5,0,100,68
3_408_0.mat,3_0_0408,240000,400,16,6,0,100,68
3_409_0.mat,3_0_0409,240000,400,16,1,0,100,69
3_410_0.mat,3_0_0410,240000,400,16,2,0,100,69
3_411_0.mat,3_0_0411,240000,400,16,3,0,100,69
3_412_0.mat,3_0_0412,240000,400,16,4,0,100,69
3_413_0.mat,3_0_0413,240000,400,16,5,0,100,69
3_414_0.mat,3_0_0414,240000,400,16,6,0,100,69
3_415_0.mat,3_0_0415,240000,400,16,1,0,100,70
3_416_0.mat,3_0_0416,240000,400,16,2,0,100,70
3_417_0.mat,3_0_0417,240000,400,16,3,0,100,70
3_418_0.mat,3_0_0418,240000,400,16,4,0,100,70
3_419_0.mat,3_0_0419,240000,400,16,5,0,100,70
3_420_0.mat,3_0_0420,240000,400,16,6,0,100,70
3_421_0.mat,3_0_0421,240000,400,16,1,0,100,71
3_422_0.mat,3_0_0422,240000,400,16,2,0,100,71
3_423_0.mat,3_0_0423,240000,400,16,3,0,100,71
3_424_0.mat,3_0_0424,240000,400,16,4,0,100,71
3_425_0.mat,3_0_0425,240000,400,16,5,0,100,71
3_426_0.mat,3_0_0426,240000,400,16,6,0,98,71
3_427_0.mat,3_0_0427,240000,400,16,1,0,100,72
3_428_0.mat,3_0_0428,240000,400,16,2,0,100,72
3_429_0.mat,3_0_0429,240000,400,16,3,0,100,72
3_430_0.mat,3_0_0430,240000,400,16,4,0,100,72
3_431_0.mat,3_0_0431,240000,400,16,5,0,100,72
3_432_0.mat,3_0_0432,240000,400,16,6,0,100,72
3_433_0.mat,3_0_0433,240000,400,16,1,0,100,73
3_434_0.mat,3_0_0434,240000,400,16,2,0,100,73
3_435_0.mat,3_0_0435,240000,400,16,3,0,100,73
3_436_0.mat,3_0_0436,240000,400,16,4,0,100,73
3_437_0.mat,3_0_0437,240000,400,16,5,0,100,73
3_438_0.mat,3_0_0438,240000,400,16,6,0,100,73
3_439_0.mat,3_0_0439,240000,400,16,1,0,100,74
3_440_0.mat,3_0_0440,240000,400,16,2,0,100,74
3_441_0.mat,3_0_0441,240000,400,16,3,0,100,74
3_442_0.mat,3_0_0442,240000,400,16,4,0,100,74
3_443_0.mat,3_0_0443,240000,400,16,5,0,100,74
3_444_0.mat,3_0_0444,240000,400,16,6,0,100,74
3_445_0.mat,3_0_0445,240000,400,16,1,0,100,75
3_446_0.mat,3_0_0446,240000,400,16,2,0,100,75
3_447_0.mat,3_0_0447,240000,400,16,3,0,100,75
3_448_0.mat,3_0_0448,240000,400,16,4,0,100,75
3_449_0.mat,3_0_0449,240000,400,16,5,0,100,75
